sale_id,product_id,quantity_sold,sale_date
3195,878,6,2022-04-29
1266,702,3,2020-12-17
6374,462,9,2022-06-21
5256,564,6,2021-04-16
291,837,1,2020-01-19
3676,159,3,2022-06-10
2238,402,4,2021-10-02
8622,142,5,2021-07-03
2134,94,1,2020-04-20
6214,827,3,2021-05-25
5515,122,3,2021-03-10
2795,850,9,2021-06-21
7146,172,1,2020-06-05
8639,188,4,2021-04-11
8178,824,4,2022-05-26
4978,372,3,2020-08-19
7623,701,7,2021-06-30
8735,741,9,2020-02-29
3857,702,6,2020-01-23
4912,195,4,2022-09-24
17,821,1,2022-07-16
5023,487,9,2021-09-14
1656,669,8,2020-01-14
409,92,9,2021-11-02
4495,980,2,2020-12-28
9501,706,7,2021-10-30
1836,135,3,2022-06-04
4246,244,8,2021-12-23
399,91,10,2021-04-01
1061,975,7,2020-01-07
3396,870,3,2020-09-29
4210,968,5,2022-12-07
3274,917,5,2022-06-08
1931,643,7,2021-12-06
9760,667,4,2022-04-15
8337,357,10,2020-04-14
2693,674,5,2022-10-03
8414,252,1,2020-01-22
518,785,1,2022-11-05
5607,7,9,2020-03-08
1277,754,9,2020-05-21
6349,279,9,2020-07-16
9003,33,4,2021-09-03
9079,908,2,2021-08-19
7002,734,7,2022-07-17
2435,145,1,2020-09-29
3475,869,6,2020-12-07
6200,681,3,2022-10-08
4854,418,8,2022-05-01
6661,189,7,2020-06-16
319,4,8,2020-02-16
7253,314,4,2020-03-04
4778,981,6,2021-09-04
1421,433,8,2021-09-21
167,51,9,2021-03-15
2506,523,8,2020-09-22
2323,603,8,2021-08-13
1695,187,9,2020-02-10
9337,706,2,2022-11-07
1451,515,1,2021-05-10
9619,967,8,2022-09-05
5300,145,6,2021-10-14
6230,592,7,2022-03-16
176,322,6,2020-11-08
4626,712,8,2022-03-09
1388,629,5,2021-07-07
423,336,9,2022-07-14
5684,858,5,2021-01-17
9366,284,9,2022-11-18
1235,564,1,2020-02-20
834,44,10,2021-10-06
7751,27,7,2022-02-03
2014,140,8,2022-03-07
6111,460,6,2022-09-06
3097,140,4,2020-03-15
6511,759,4,2020-11-06
4909,315,10,2021-06-09
9910,55,3,2021-12-12
8898,385,5,2020-10-12
2829,456,8,2022-06-01
2635,634,9,2020-11-02
2218,117,1,2020-11-25
5519,264,10,2020-02-25
1988,428,1,2020-11-06
1900,378,10,2020-07-04
4361,18,10,2021-04-01
1324,313,7,2021-05-17
7601,32,8,2021-05-27
4449,210,9,2021-04-18
6986,749,7,2020-08-11
7579,751,7,2020-10-07
9850,806,5,2022-06-14
8103,182,6,2021-10-06
7115,281,3,2021-03-04
7953,346,1,2020-03-26
6642,690,4,2021-08-17
3657,957,8,2020-06-20
2973,807,1,2022-06-02
2998,698,8,2022-02-12
3409,990,4,2020-09-09
1876,376,9,2021-08-13
3787,872,9,2020-12-10
9210,811,1,2021-09-28
810,479,3,2021-08-24
3507,795,7,2020-07-18
3665,898,1,2022-05-20
8885,953,2,2022-09-08
574,976,2,2021-11-18
1175,988,8,2022-08-25
7652,803,7,2022-12-05
1461,354,10,2021-07-17
2426,572,10,2020-03-12
4033,100,2,2022-09-26
8528,644,1,2022-08-16
6275,352,2,2022-03-26
3032,241,10,2020-12-19
6750,555,2,2020-12-01
4369,326,7,2022-03-07
470,332,9,2021-09-12
425,665,2,2022-01-25
7657,613,10,2020-12-14
2431,940,7,2022-06-07
2702,712,2,2020-05-01
7516,30,4,2022-04-19
9838,47,2,2020-06-21
9564,64,6,2020-08-26
117,456,7,2020-09-13
1387,436,8,2021-04-16
5798,891,3,2020-02-13
4583,859,10,2021-05-10
4625,830,4,2020-06-25
9037,927,7,2020-07-22
2826,701,2,2022-08-19
2885,98,4,2022-09-17
167,101,4,2022-03-31
7507,776,5,2022-08-19
2662,649,5,2020-10-06
2187,959,3,2022-04-28
5037,721,4,2021-10-08
6716,354,6,2021-02-02
3253,103,3,2020-01-21
4549,701,6,2021-07-23
5519,355,9,2020-08-01
8790,516,3,2020-03-10
2022,408,7,2022-03-11
9763,756,2,2020-12-01
9292,153,3,2021-11-21
8442,594,7,2022-11-02
8276,596,3,2022-08-10
8528,648,2,2021-02-23
567,679,10,2021-10-09
587,580,6,2020-04-03
8171,809,7,2021-01-22
3785,889,9,2022-07-04
4563,984,7,2021-02-17
1789,430,10,2020-10-27
1565,374,4,2021-06-07
3890,299,10,2022-10-31
8905,757,10,2020-06-12
3559,170,6,2022-12-14
1639,463,2,2021-02-20
1680,682,4,2022-02-03
8514,328,4,2021-07-30
3526,539,6,2021-04-01
8671,735,7,2020-03-31
2849,291,7,2021-02-15
1508,777,1,2022-12-18
2106,720,8,2020-06-16
2208,920,5,2021-07-11
4033,824,2,2021-03-18
516,958,5,2020-10-29
578,607,10,2021-06-13
4482,135,9,2020-12-27
7114,38,5,2021-01-09
7172,235,5,2020-11-05
1084,918,3,2020-10-19
1391,10,10,2022-11-30
6636,18,6,2021-08-10
6929,803,6,2020-07-08
7792,76,7,2022-04-10
5797,391,7,2021-01-25
5996,773,2,2022-10-29
8425,274,2,2020-09-19
8625,205,2,2021-06-22
5769,286,5,2021-08-29
9711,850,3,2020-02-11
8492,214,2,2022-04-08
7737,756,1,2022-11-05
5180,420,1,2020-03-08
302,729,5,2022-04-10
4724,151,7,2021-11-04
2186,389,10,2022-11-29
2027,680,5,2020-06-19
27,598,4,2021-01-29
8637,336,7,2020-11-08
2230,711,2,2022-03-05
4229,817,8,2021-04-11
6672,807,6,2020-05-13
5831,127,2,2020-06-11
7285,983,4,2022-02-15
4947,191,8,2021-10-17
7739,521,3,2022-11-13
4777,929,9,2022-05-08
3284,859,3,2021-07-02
3145,199,10,2020-10-05
5498,492,5,2020-08-16
1205,822,7,2020-07-08
2374,482,2,2021-03-22
588,357,3,2021-04-02
4986,765,2,2020-09-27
8227,404,8,2022-01-25
7247,908,8,2021-04-02
8497,781,3,2021-01-18
1094,580,3,2022-04-17
2220,847,4,2022-06-20
1668,408,4,2022-12-07
7777,559,5,2021-01-08
7912,666,9,2020-04-30
2634,980,3,2022-01-11
2989,257,4,2020-10-26
8963,87,8,2021-07-10
2559,66,2,2021-10-24
5883,119,8,2021-02-21
2910,980,6,2021-05-24
1249,523,3,2020-06-09
6099,538,10,2020-08-06
5142,639,9,2021-12-21
675,776,2,2022-09-01
9415,495,6,2021-06-29
9680,2,7,2022-02-26
77,470,5,2020-07-20
2821,263,5,2020-04-07
7870,820,10,2021-12-16
5122,919,8,2021-09-15
7295,449,8,2022-01-18
4134,788,9,2021-05-10
195,112,8,2022-08-05
6101,643,3,2021-04-29
65,182,1,2022-01-22
5204,206,9,2020-08-06
7591,166,2,2021-03-16
6355,263,8,2020-03-11
3555,587,10,2021-09-29
9779,748,8,2022-12-07
2706,145,1,2020-04-13
2157,565,10,2021-12-21
2989,560,1,2022-07-10
7968,719,5,2020-10-02
6435,407,10,2020-04-15
5562,783,4,2020-06-24
1888,129,1,2021-09-03
359,728,3,2020-12-25
9205,349,9,2021-03-29
5638,799,10,2022-08-30
2737,155,4,2020-06-15
6464,325,1,2021-10-22
927,437,7,2022-08-31
750,519,3,2022-06-25
9443,41,9,2021-04-03
742,215,10,2022-04-20
2028,341,3,2020-02-18
3063,958,3,2022-05-29
3469,263,1,2020-03-17
4455,528,10,2021-09-20
7235,120,10,2021-10-02
4099,449,7,2022-03-24
9068,542,6,2021-07-25
5386,70,10,2020-12-19
9860,470,7,2021-01-16
6289,786,3,2020-09-10
162,482,5,2022-10-12
1402,5,2,2022-10-09
7827,809,9,2020-06-17
1273,715,5,2020-06-30
2451,28,5,2022-04-11
9028,228,10,2022-07-29
3735,242,1,2020-08-13
3252,24,7,2021-04-04
1003,597,3,2021-07-10
736,516,8,2022-01-24
6780,834,10,2022-03-04
5779,568,4,2021-01-17
4393,99,10,2021-11-02
9163,41,8,2020-08-19
959,6,10,2022-07-18
3144,917,3,2022-07-19
1381,22,4,2020-10-17
5900,816,1,2021-06-14
1046,157,2,2020-10-08
4611,902,4,2022-10-19
3322,653,5,2020-02-03
3558,326,2,2021-06-04
7182,663,2,2020-08-20
8578,793,5,2020-06-08
7506,814,4,2022-03-08
215,88,3,2021-05-03
1230,571,6,2022-07-31
9517,78,8,2021-01-20
8811,378,4,2020-06-07
8691,362,1,2022-05-22
8229,15,9,2020-06-10
3407,694,3,2022-11-27
4874,441,9,2022-01-11
2973,982,2,2022-03-23
8838,378,9,2022-08-13
6319,583,7,2022-12-20
8803,355,3,2022-02-05
8792,201,7,2021-03-20
3420,805,1,2021-06-04
5635,938,5,2022-08-15
4335,42,8,2020-05-20
9661,475,9,2020-11-20
4906,864,1,2020-03-05
9410,647,8,2022-09-11
7134,139,1,2021-09-19
3340,243,3,2021-02-06
7618,409,3,2022-03-06
4165,707,1,2021-06-12
7566,698,5,2020-12-07
4512,475,6,2022-07-02
2228,951,6,2021-06-12
7563,925,6,2021-02-08
8874,869,7,2022-12-24
6647,707,5,2020-04-13
7006,396,1,2021-11-30
2616,169,2,2020-07-16
6193,168,1,2020-02-29
5776,40,8,2022-11-08
3981,577,10,2020-05-30
4886,538,5,2021-11-13
5524,646,8,2021-03-12
9828,415,2,2021-06-04
486,759,6,2021-01-29
8007,489,3,2021-11-20
5302,649,5,2020-01-28
4317,618,9,2021-06-17
4459,919,10,2021-05-14
9329,159,3,2022-09-18
9077,408,4,2021-01-11
6961,164,5,2021-07-02
9126,150,2,2021-07-16
7634,449,6,2021-07-10
6635,936,7,2021-08-05
179,689,3,2020-11-08
7869,936,7,2020-01-28
9231,723,2,2021-09-03
5115,246,6,2022-09-03
7809,541,5,2022-06-21
7096,212,6,2022-04-16
3973,718,9,2021-04-23
7837,252,4,2021-09-14
131,445,1,2022-07-25
7504,402,9,2020-02-04
97,61,4,2022-04-26
1087,844,6,2020-07-03
2603,34,6,2021-05-03
1102,4,7,2020-02-07
6874,975,2,2021-11-05
1712,188,6,2020-08-10
5759,842,8,2020-05-24
805,105,8,2020-07-13
4266,40,2,2020-03-19
2013,366,1,2022-10-16
8800,331,5,2022-05-14
5242,999,8,2021-03-29
5424,532,6,2020-11-02
4686,343,10,2022-10-14
4816,670,9,2021-07-15
865,472,7,2021-01-11
1085,640,10,2022-05-28
6266,442,8,2020-05-08
1899,7,1,2020-12-12
22,854,5,2022-11-03
2572,327,4,2021-11-03
9908,920,5,2021-05-08
3228,249,4,2022-09-27
6846,634,4,2022-09-10
7792,579,9,2022-12-17
8452,349,6,2022-09-03
9245,209,8,2021-03-21
905,914,1,2020-02-02
3543,681,5,2020-04-10
1659,856,6,2021-12-16
8707,142,1,2021-03-03
9129,503,5,2022-09-09
9739,564,3,2021-08-15
447,90,5,2020-11-28
7609,514,3,2020-09-06
9894,188,7,2021-12-04
5178,623,10,2020-01-17
7020,876,7,2020-09-02
9253,352,9,2020-01-05
6181,885,5,2020-09-15
8348,283,4,2022-06-07
7602,824,3,2022-11-21
7486,238,9,2020-03-18
5747,930,1,2020-05-22
8713,998,1,2021-07-28
6232,967,8,2020-03-25
4749,8,8,2022-11-03
9462,859,9,2020-12-14
2927,378,2,2020-12-17
7541,795,6,2022-02-10
1835,929,8,2021-01-31
6576,826,9,2021-04-29
7803,803,5,2022-05-28
3769,398,8,2021-08-04
8949,938,1,2022-10-13
6197,424,4,2022-04-13
1454,669,8,2021-05-02
5497,787,4,2022-10-13
9635,572,2,2022-12-21
5375,92,5,2022-02-11
8545,75,8,2022-08-16
6682,589,9,2022-02-24
1038,48,4,2020-03-18
3570,359,7,2021-01-13
9151,651,5,2020-07-20
7612,135,5,2020-11-26
2064,138,10,2020-12-26
687,714,6,2020-06-01
8494,700,10,2020-08-06
6508,316,9,2020-06-12
7453,409,9,2020-03-05
9982,785,9,2022-07-21
7056,310,8,2022-05-19
3078,163,8,2020-05-22
7454,904,10,2022-07-05
5506,32,7,2022-08-13
9605,595,7,2021-11-04
3773,763,8,2021-12-04
2655,356,2,2022-10-07
8596,138,2,2021-11-29
4904,435,3,2021-09-06
6006,330,1,2020-01-22
1630,216,8,2022-08-15
8425,532,7,2022-09-14
2068,641,4,2022-03-25
560,800,3,2022-08-30
1966,744,7,2021-05-10
217,121,9,2022-12-28
7214,756,7,2022-03-22
4395,222,9,2020-11-23
6053,157,9,2020-07-15
1028,798,3,2022-08-06
6379,128,10,2021-04-10
2598,387,9,2022-05-10
805,114,4,2021-04-01
3330,902,7,2022-11-11
1785,499,4,2021-09-16
2855,336,7,2022-07-13
5767,948,8,2022-03-21
415,895,3,2020-03-19
1539,35,2,2021-12-12
2746,715,8,2022-06-05
5288,216,1,2022-05-30
1824,698,10,2021-01-19
3541,375,3,2021-09-01
1345,41,9,2021-02-13
6259,263,6,2022-05-14
3055,653,6,2022-10-26
4174,69,8,2021-04-22
9623,805,9,2020-07-06
7763,733,10,2021-05-02
8962,166,8,2022-06-09
3167,724,3,2022-12-30
5499,850,8,2021-02-01
3161,725,4,2022-12-17
6023,299,8,2022-03-09
4297,609,8,2021-02-19
6579,533,3,2021-12-03
9905,634,3,2021-11-24
205,87,7,2020-06-09
2376,385,10,2022-07-01
7391,943,6,2021-04-28
6729,786,8,2021-05-16
2373,433,7,2022-12-04
6482,282,8,2020-04-28
2564,530,2,2021-11-07
6684,560,8,2021-06-13
209,833,10,2020-01-11
1452,20,3,2020-06-17
6251,971,3,2021-05-26
5901,617,5,2022-07-03
4987,551,4,2020-06-12
1891,526,7,2022-05-15
1085,407,3,2020-11-01
6624,546,6,2022-06-05
1654,338,9,2022-11-11
5572,949,3,2022-11-03
8790,175,7,2020-01-08
9871,473,4,2020-01-29
4417,586,7,2020-01-29
369,938,8,2021-04-26
384,959,2,2021-12-19
8980,162,5,2020-06-20
1490,992,7,2022-03-13
2714,208,9,2022-10-31
5938,75,6,2020-02-01
5787,555,3,2022-02-15
8321,829,8,2021-01-02
3763,201,3,2021-03-02
1325,844,8,2022-03-10
2422,393,8,2021-04-13
9516,319,6,2021-02-14
3005,521,3,2020-11-07
3853,504,2,2021-09-15
2002,713,10,2022-07-26
9623,175,2,2021-11-25
6741,162,9,2022-01-10
4939,680,8,2021-04-21
5896,924,7,2021-05-29
4024,743,5,2020-01-24
5693,620,6,2022-06-14
1668,463,6,2022-07-26
5600,16,8,2022-07-22
2247,397,10,2021-04-02
2481,473,5,2020-06-14
6606,84,1,2021-06-14
4817,370,9,2022-12-13
6169,736,5,2020-05-21
7383,573,6,2020-08-26
2019,15,10,2021-08-21
1631,791,9,2021-12-09
3625,83,8,2021-02-11
2978,779,10,2021-06-25
7501,104,10,2021-03-08
4701,237,1,2022-08-28
8535,450,3,2022-11-30
7172,803,6,2020-12-10
1250,259,9,2020-10-11
6459,558,4,2022-05-06
4556,310,2,2021-12-06
1657,83,1,2021-12-25
5705,747,6,2021-02-06
5300,325,2,2022-01-09
6159,900,10,2020-05-26
2720,766,8,2020-05-08
4826,958,8,2022-12-03
1830,929,7,2020-09-24
5818,498,4,2022-05-08
6976,499,1,2020-03-22
5452,799,3,2021-01-24
1129,822,1,2021-07-13
3311,449,2,2021-05-31
3028,563,5,2021-07-13
6757,398,2,2020-03-29
46,336,6,2021-08-19
2657,919,6,2022-11-07
7688,325,8,2021-06-14
5860,259,5,2020-09-27
9391,143,9,2021-03-18
815,10,10,2022-01-09
3132,923,5,2020-03-09
7682,432,10,2022-04-19
7415,886,3,2022-02-22
6741,402,4,2021-04-15
8317,615,9,2021-05-10
137,334,4,2021-02-23
3118,994,7,2022-08-21
9898,129,1,2022-08-31
164,808,2,2021-05-11
5888,731,1,2020-04-26
5149,386,8,2021-06-26
6926,992,10,2020-01-31
224,836,3,2021-11-28
5261,478,5,2022-08-24
4248,421,4,2020-09-26
4511,905,8,2021-07-11
7563,222,1,2022-08-14
1463,527,7,2021-04-02
3971,535,1,2022-12-15
2271,873,8,2021-02-14
2754,202,5,2022-02-01
4230,88,9,2020-01-03
3160,721,7,2021-11-23
8066,768,1,2020-09-02
6923,975,6,2021-01-13
5854,872,9,2021-06-23
3756,195,9,2020-12-28
1684,389,3,2020-06-25
4420,535,3,2022-09-22
9295,239,2,2020-03-15
985,969,2,2021-08-13
3594,352,6,2021-11-22
160,453,6,2021-08-11
9245,254,8,2022-10-01
5624,718,3,2022-07-19
4912,24,6,2020-02-27
4585,905,3,2021-05-18
5082,882,3,2020-02-09
6769,577,1,2022-11-19
8939,53,9,2020-01-20
5558,843,6,2021-12-14
7637,271,4,2021-01-23
936,200,6,2020-11-25
6317,181,1,2022-12-18
1088,798,3,2020-09-30
5566,886,6,2021-12-23
6215,736,4,2020-06-08
3587,623,8,2022-12-16
8477,411,10,2021-09-13
122,752,10,2022-05-22
590,204,10,2020-03-27
5078,947,9,2021-02-14
6800,167,6,2020-06-11
3650,576,8,2020-08-01
2966,165,5,2020-03-31
4361,704,10,2020-01-17
8156,842,10,2021-02-04
4438,303,1,2021-10-19
2637,822,9,2022-03-25
9537,674,5,2022-10-23
3475,926,7,2022-06-21
78,144,9,2021-03-18
5995,661,1,2020-04-16
6059,745,6,2021-06-02
7628,942,6,2022-01-18
1772,923,10,2022-06-26
8046,507,6,2021-06-09
3569,937,9,2021-02-16
5417,300,8,2021-06-03
182,464,9,2020-12-25
8330,317,7,2020-03-14
9711,370,3,2022-03-18
1013,443,10,2021-01-04
4517,593,6,2021-11-17
7084,594,10,2022-03-23
7464,599,3,2020-01-28
3387,903,9,2022-11-19
549,307,3,2021-08-17
1199,991,7,2021-05-10
168,576,8,2020-03-07
871,168,10,2022-03-25
6844,827,9,2020-11-11
2551,971,9,2020-06-26
9161,379,4,2022-05-22
9865,845,8,2021-01-13
5613,612,5,2020-02-16
4673,91,10,2022-04-17
6946,957,6,2021-05-01
3550,509,10,2020-08-20
9547,432,10,2021-01-09
3768,823,4,2022-06-07
8366,585,6,2022-02-03
6594,216,4,2022-04-19
3441,962,3,2022-02-06
14,166,6,2021-11-04
9682,849,4,2020-10-06
9344,438,8,2021-11-24
6475,670,7,2021-02-11
2047,105,4,2020-09-24
2945,215,4,2020-02-29
2470,799,3,2021-07-14
7995,202,2,2022-11-15
3475,956,6,2021-04-04
1902,151,1,2021-06-14
121,171,1,2022-08-30
5736,188,4,2021-03-01
3951,850,1,2020-12-21
967,134,10,2021-08-30
1506,219,7,2020-01-09
34,808,4,2020-04-02
7203,550,1,2022-11-22
5903,164,1,2020-06-04
6818,980,9,2020-07-29
7502,780,10,2022-07-18
5764,649,8,2021-05-27
4709,34,7,2022-05-25
3260,786,4,2020-09-13
584,733,9,2020-01-31
4999,593,9,2020-03-05
408,581,6,2022-04-09
3926,801,5,2020-09-09
2472,417,8,2022-06-18
5001,401,3,2020-08-28
8729,567,9,2020-05-02
9045,238,6,2020-08-04
8893,644,2,2020-08-22
2560,124,9,2022-04-30
8830,330,2,2020-10-17
3099,611,9,2021-09-24
9401,664,10,2021-08-27
3988,797,9,2020-01-30
5709,986,6,2021-07-27
8463,883,1,2021-03-23
3917,700,3,2021-06-18
5854,300,5,2022-05-25
2813,269,10,2020-01-25
6105,99,4,2021-01-03
8657,400,7,2022-07-02
9968,412,5,2020-01-16
307,705,2,2021-07-25
4251,275,10,2021-07-24
9832,155,10,2021-06-15
7042,871,1,2020-05-14
4296,491,10,2022-06-11
2582,130,7,2022-11-16
9254,515,10,2022-11-30
8105,483,2,2021-07-30
1092,219,7,2021-07-21
2388,960,6,2020-04-10
3320,665,6,2021-09-28
9835,676,7,2020-10-18
8831,936,5,2021-07-14
369,555,1,2022-06-12
8048,697,3,2021-01-26
8920,553,8,2020-08-21
4636,504,8,2020-11-26
2143,52,7,2022-03-25
7361,9,4,2020-10-15
7641,609,5,2022-07-21
8775,159,5,2020-07-28
3441,587,4,2022-02-24
5850,97,2,2020-06-22
1290,207,5,2021-05-10
8555,303,2,2022-06-22
5182,701,6,2022-06-24
1877,485,8,2022-05-19
2343,641,3,2022-08-29
2794,466,9,2022-08-22
6697,156,9,2020-05-29
4365,522,6,2022-08-15
9759,903,1,2020-09-14
7488,84,4,2021-07-09
8525,988,10,2021-01-31
8733,918,2,2021-12-27
8689,242,1,2021-02-11
1228,800,10,2021-11-24
4753,248,9,2020-10-14
1469,727,8,2021-09-05
8323,442,1,2021-10-12
8093,578,9,2021-07-13
6638,654,5,2020-05-31
7695,745,2,2021-05-07
1337,255,7,2020-08-20
3622,922,10,2021-02-07
7392,593,10,2020-10-05
5176,743,9,2021-06-06
3685,256,1,2021-11-26
7956,491,6,2020-05-05
7489,690,10,2021-08-04
4488,815,3,2021-08-03
1979,372,2,2021-02-20
6137,474,8,2022-10-26
4148,456,5,2021-06-30
8411,618,10,2020-08-18
2917,636,9,2021-10-05
7567,482,3,2020-11-17
8355,544,10,2020-11-06
6004,686,3,2020-09-01
8559,422,4,2022-06-23
5923,948,9,2021-12-15
7611,318,5,2022-07-12
6292,349,3,2021-10-25
2437,247,8,2022-10-20
1270,468,6,2022-06-30
3255,306,5,2022-12-28
4348,489,5,2021-01-14
8999,396,7,2020-01-03
5912,185,6,2021-07-21
3515,734,3,2020-07-31
1793,673,7,2020-02-17
6890,142,9,2021-11-16
7340,132,7,2021-09-27
4070,997,1,2022-05-31
739,809,6,2020-05-27
5771,608,1,2020-03-22
4502,68,10,2021-08-26
4390,885,1,2021-03-25
5832,622,2,2022-08-28
5424,161,7,2022-12-07
7195,222,3,2020-11-05
2687,17,8,2021-10-31
3969,756,9,2020-01-05
2131,39,7,2022-08-10
4572,391,5,2020-12-22
2364,26,10,2021-09-19
6826,987,7,2022-08-12
600,634,1,2022-01-23
7912,638,4,2022-02-05
3546,552,5,2022-07-20
9285,153,6,2021-10-22
8596,962,9,2021-09-18
3046,292,1,2021-09-21
3657,18,1,2020-04-04
9159,55,7,2021-04-26
1219,994,10,2020-09-30
5441,296,4,2020-09-16
1480,48,8,2021-05-12
7658,927,9,2020-07-08
8624,885,8,2022-02-21
8438,23,5,2022-08-25
5055,829,6,2021-11-28
3644,942,10,2020-09-04
6631,934,8,2022-06-12
951,195,7,2021-08-28
4285,819,8,2020-12-19
4726,597,1,2020-07-14
6316,216,4,2021-01-31
6339,678,8,2020-01-28
1301,395,9,2021-12-11
5583,298,6,2021-05-02
6572,785,3,2022-01-15
5284,269,8,2021-06-24
756,882,4,2022-02-28
7907,606,8,2020-12-06
6461,830,5,2021-04-30
8969,364,9,2022-05-31
1800,44,10,2020-02-14
8572,222,2,2022-02-02
2031,577,7,2022-12-16
8997,567,9,2020-08-01
3054,221,8,2021-02-25
589,427,9,2020-11-17
695,998,6,2021-08-03
8930,914,8,2020-01-25
3437,932,10,2021-03-21
9079,260,4,2022-08-26
4779,661,1,2021-11-01
8090,221,4,2020-12-18
8705,461,1,2020-01-11
7036,867,7,2020-12-08
5361,98,10,2022-08-04
1688,273,5,2021-08-24
7637,312,4,2020-07-25
6656,230,2,2021-01-28
9576,718,4,2022-09-14
6229,931,10,2022-06-15
763,685,9,2022-05-10
817,893,3,2020-11-05
103,429,9,2020-07-13
6574,472,4,2021-08-29
6302,283,2,2022-05-27
3324,984,1,2022-10-25
1029,20,10,2022-01-16
7408,304,7,2021-07-15
7247,868,7,2022-11-12
583,665,7,2021-12-30
5003,632,5,2022-08-09
5769,733,1,2020-07-28
8230,415,10,2020-02-17
6730,558,6,2022-07-19
8136,10,2,2021-09-07
167,670,8,2022-10-18
4339,695,4,2021-10-19
4472,77,9,2021-06-19
9452,274,9,2021-04-26
7649,789,4,2020-08-09
6882,345,2,2021-03-26
3615,151,6,2022-02-13
7086,480,2,2021-02-08
3995,977,7,2021-09-08
741,755,4,2022-07-18
9764,754,3,2021-01-09
725,187,5,2021-12-18
1612,744,8,2020-11-09
4321,17,2,2022-12-12
7120,792,6,2020-10-10
817,126,5,2022-02-10
8237,1,6,2021-12-09
4300,681,10,2020-02-28
5504,455,4,2021-09-28
4812,852,7,2020-11-10
5359,779,9,2022-03-29
1772,176,2,2021-03-30
2918,750,4,2022-12-08
2119,2,4,2021-10-22
3874,695,8,2020-06-10
8875,438,1,2021-04-25
1008,625,9,2021-02-23
1626,322,5,2020-09-10
6601,40,9,2020-08-22
4265,321,3,2020-11-21
1340,848,4,2021-04-22
3956,853,6,2020-07-21
341,38,5,2020-09-11
8233,136,6,2021-06-23
4404,305,8,2020-11-20
4954,229,4,2022-06-15
3102,856,7,2022-07-10
98,856,8,2020-09-04
4524,540,2,2020-04-03
9337,785,2,2020-06-11
6031,208,10,2020-07-15
5448,193,10,2021-01-27
9419,33,4,2022-06-11
3938,217,8,2021-03-21
1072,794,4,2021-03-16
7493,196,1,2020-10-15
6367,972,9,2020-04-04
9348,862,2,2021-03-09
3110,89,4,2022-06-08
3011,131,4,2021-07-30
7485,904,4,2020-06-16
6409,362,1,2021-10-04
154,282,1,2021-02-08
1184,988,7,2021-06-03
9061,144,4,2022-07-14
6946,102,7,2022-05-21
9687,332,1,2022-03-25
9231,478,9,2022-08-29
3908,601,2,2021-02-08
8349,806,7,2020-06-16
3012,630,8,2022-05-11
9674,101,6,2022-05-15
2150,32,7,2020-03-28
2952,171,1,2020-02-16
8815,425,3,2021-06-14
6287,369,3,2021-10-20
6892,743,9,2022-08-01
8984,696,4,2022-01-21
6223,73,3,2021-05-08
1520,624,9,2022-11-05
6784,931,7,2022-07-01
4514,761,1,2020-12-21
1316,105,2,2020-07-04
2330,175,8,2021-10-22
6389,235,9,2021-10-17
3162,799,2,2022-11-03
1509,411,8,2020-05-09
2787,15,7,2022-07-09
8292,764,3,2021-01-23
2938,498,1,2022-04-27
470,13,1,2021-06-18
49,848,5,2020-08-21
9899,325,10,2020-03-03
4501,869,2,2020-01-15
6070,929,4,2020-07-14
3753,865,7,2021-08-23
810,187,3,2021-07-21
3804,437,3,2020-02-13
9841,120,7,2021-08-01
6844,610,7,2021-06-04
9966,463,10,2022-03-13
4392,407,4,2022-07-09
7486,745,7,2022-07-09
212,496,6,2021-09-11
5164,871,4,2022-04-17
6453,518,6,2020-06-21
1073,868,4,2020-06-12
7665,748,7,2022-08-17
204,820,8,2022-05-10
6871,950,1,2020-10-26
3366,556,7,2020-11-24
7751,70,6,2021-05-16
713,791,3,2022-09-25
6418,634,1,2022-05-12
2660,922,9,2021-09-17
8937,89,1,2020-08-12
700,16,3,2020-03-04
3003,560,4,2020-05-08
2997,488,4,2020-02-20
4144,134,7,2022-09-16
6953,303,5,2021-07-04
4561,699,9,2020-11-18
2800,782,5,2021-10-01
2442,597,2,2022-06-04
9502,839,10,2022-12-15
5197,480,9,2022-09-30
7114,114,9,2020-06-28
5594,327,5,2021-10-01
6727,132,4,2020-11-17
7914,865,9,2021-06-09
9295,92,3,2020-05-20
4644,435,5,2020-06-09
2921,760,6,2020-08-01
8886,943,5,2021-02-28
7020,558,7,2021-01-01
2842,927,9,2022-10-18
329,650,4,2020-09-22
9098,940,5,2020-11-30
2613,32,1,2021-08-20
5496,971,3,2021-11-07
8673,882,4,2020-11-05
3286,673,7,2020-11-11
7889,392,1,2020-01-18
2230,675,10,2022-03-22
1670,48,6,2021-03-11
5908,270,1,2021-10-12
2596,14,10,2020-11-30
2625,473,1,2022-03-02
3417,386,8,2020-06-07
2826,502,2,2022-08-14
2079,233,7,2021-07-17
9518,23,2,2022-09-12
7542,644,7,2021-06-01
7994,753,8,2021-01-25
7408,550,2,2022-03-02
4880,114,8,2020-12-28
7324,258,7,2022-02-13
3349,306,8,2022-06-18
1733,959,3,2020-11-25
3995,335,10,2022-05-29
583,358,9,2020-03-20
3052,20,6,2022-05-29
3486,157,9,2022-10-23
9807,161,4,2020-06-17
2600,815,10,2021-02-16
1075,622,6,2021-11-02
8677,802,4,2022-09-22
4851,314,4,2020-06-06
1939,920,2,2020-02-28
123,58,8,2020-06-04
6163,320,1,2021-05-24
