unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
9422615,HW566412,2013-12-10 08:45:00 UTC,105XX S INDIANA AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,512,5,9,49,07,1179444,1835189,2013,2018-02-10 03:50:01 UTC,41.703038701,-87.618529904,"(41.703038701, -87.618529904)"
6030672,HP133541,2008-01-20 03:45:00 UTC,103XX S PRAIRIE AVE,1020,ARSON,BY FIRE,RESIDENCE,false,false,512,5,9,49,09,1179740,1836461,2008,2018-02-28 03:56:25 UTC,41.706522494,-87.617407307,"(41.706522494, -87.617407307)"
3167987,HK167597,2004-02-06 09:15:00 UTC,106XX S MICHIGAN AVE,1025,ARSON,AGGRAVATED,OTHER,false,false,512,5,9,49,09,1178809,1834351,2004,2018-02-28 03:56:25 UTC,41.700753552,-87.620880496,"(41.700753552, -87.620880496)"
9460827,HX109188,2013-12-12 09:00:00 UTC,103XX S MICHIGAN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,false,false,512,5,9,49,11,1178960,1836586,2013,2018-02-10 03:50:01 UTC,41.70688327,-87.62025983,"(41.70688327, -87.62025983)"
12535094,JE437946,2021-06-23 09:00:00 UTC,103XX S STATE ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,512,5,34,49,10,1178081,1836252,2021,2021-11-10 03:49:29 UTC,41.705986657,-87.623488777,"(41.705986657, -87.623488777)"
10500144,HZ241343,2016-03-17 11:00:00 UTC,103XX S DR MARTIN LUTHER KING JR DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,512,5,9,49,11,1180736,1836592,2016,2018-02-10 03:50:01 UTC,41.706859194,-87.613756011,"(41.706859194, -87.613756011)"
8606589,HV279915,2012-04-13 12:00:00 UTC,103XX S CORLISS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,false,false,512,5,9,50,11,1183397,1836757,2012,2016-02-04 06:33:39 UTC,41.707250544,-87.604006449,"(41.707250544, -87.604006449)"
12360194,JE223669,2021-05-06 04:30:00 UTC,007XX E 105TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,512,5,9,50,11,1183076,1835159,2021,2021-05-13 05:03:37 UTC,41.702872883,-87.605231418,"(41.702872883, -87.605231418)"
5232978,HM799846,2006-12-29 01:10:00 UTC,002XX E 103RD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),false,false,512,5,9,49,11,1179531,1836723,2006,2018-02-10 03:50:01 UTC,41.707246223,-87.618164684,"(41.707246223, -87.618164684)"
1664665,G453611,2001-06-01 09:00:00 UTC,104XX S FOREST AV,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,512,5,,,11,1180143,1835443,2001,2015-08-17 03:03:40 UTC,41.703719762,-87.615962601,"(41.703719762, -87.615962601)"
11043555,JA378377,2017-08-05 04:22:00 UTC,007XX E 103RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,512,5,9,50,11,1182951,1836828,2017,2018-02-10 03:50:01 UTC,41.707455731,-87.605637491,"(41.707455731, -87.605637491)"
11658340,JC228327,2019-04-17 02:00:00 UTC,103XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,512,5,9,49,11,1179742,1836393,2019,2019-04-24 04:31:46 UTC,41.706335847,-87.617402054,"(41.706335847, -87.617402054)"
4627114,HM224513,2006-03-09 12:00:00 UTC,105XX S MARYLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,512,5,9,50,11,1183773,1835286,2006,2018-02-28 03:56:25 UTC,41.703205188,-87.602675254,"(41.703205188, -87.602675254)"
8438135,HV115563,2011-01-05 10:00:00 UTC,007XX E 104TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,512,5,9,50,11,1182973,1836156,2011,2018-02-10 03:50:01 UTC,41.705611167,-87.605577724,"(41.705611167, -87.605577724)"
2381060,HH687894,2002-09-30 09:00:00 UTC,106XX S VERNON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,false,false,512,5,9,49,11,1181131,1834469,2002,2018-02-28 03:56:25 UTC,41.701024334,-87.612374624,"(41.701024334, -87.612374624)"
6223036,HP310702,2008-04-21 08:00:00 UTC,106XX S EDBROOKE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,512,5,9,49,11,1179144,1834445,2008,2018-02-28 03:56:25 UTC,41.70100389,-87.619651003,"(41.70100389, -87.619651003)"
4210795,HL531855,2005-07-01 11:59:00 UTC,007XX E 105TH PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,true,512,5,9,50,11,1183102,1835160,2005,2018-02-28 03:56:25 UTC,41.702875023,-87.605136182,"(41.702875023, -87.605136182)"
10812218,JA111578,2015-11-07 07:00:00 UTC,103XX S CORLISS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,512,5,9,50,11,,,2015,2017-01-11 03:52:20 UTC,,,
9845555,HX494455,2012-09-01 08:00:00 UTC,106XX S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,512,5,9,49,11,1178458,1834482,2012,2018-02-09 03:44:29 UTC,41.701120995,-87.622161761,"(41.701120995, -87.622161761)"
9811418,HX458467,2014-10-03 10:00:00 UTC,104XX S VERNON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,512,5,9,49,11,1181089,1835916,2014,2018-02-10 03:50:01 UTC,41.70499606,-87.612484063,"(41.70499606, -87.612484063)"
9534097,HX188057,2010-09-01 12:01:00 UTC,104XX S VERNON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,512,5,9,49,11,1181093,1835760,2010,2016-02-04 06:33:39 UTC,41.704567883,-87.612474198,"(41.704567883, -87.612474198)"
11581372,JC134797,2019-01-27 06:05:00 UTC,106XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,512,5,9,49,11,1179796,1834542,2019,2019-02-03 04:01:10 UTC,41.70125522,-87.617260671,"(41.70125522, -87.617260671)"
11465631,JB460983,2018-10-02 02:18:00 UTC,001XX W 104TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,true,512,5,34,49,11,1177207,1835663,2018,2018-10-09 04:03:49 UTC,41.704390083,-87.626706988,"(41.704390083, -87.626706988)"
12689799,JF230852,2022-04-02 12:00:00 UTC,105XX S CALUMET AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,512,5,9,49,11,1180446,1835096,2022,2023-01-03 03:46:28 UTC,41.702760615,-87.614863683,"(41.702760615, -87.614863683)"
12346227,JE206484,2015-09-02 11:59:00 UTC,002XX W 105TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,512,5,34,49,11,,,2015,2021-04-22 04:48:57 UTC,,,
11395902,JB370167,2018-07-23 12:00:00 UTC,003XX W 104TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,512,5,34,49,11,1175968,1835963,2018,2018-08-01 03:51:33 UTC,41.705241135,-87.631235034,"(41.705241135, -87.631235034)"
11400217,JB375644,2018-06-30 12:00:00 UTC,002XX W 105TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,512,5,34,49,11,1176527,1834981,2018,2018-08-05 03:50:38 UTC,41.702533862,-87.629217448,"(41.702533862, -87.629217448)"
12092586,JD281218,2020-06-23 12:00:00 UTC,105XX S RHODES AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,512,5,9,49,11,1181782,1835011,2020,2020-07-03 03:48:07 UTC,41.702496675,-87.60997424,"(41.702496675, -87.60997424)"
8597676,HV264930,2012-04-27 08:00:00 UTC,104XX S WENTWORTH AVE,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,APARTMENT,false,false,512,5,34,49,11,1176802,1835550,2012,2016-02-04 06:33:39 UTC,41.704089105,-87.628193415,"(41.704089105, -87.628193415)"
1802722,G626375,2001-10-18 11:25:00 UTC,105XX S MICHIGAN AV,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,512,5,,,11,1178792,1834789,2001,2015-08-17 03:03:40 UTC,41.701955871,-87.620929476,"(41.701955871, -87.620929476)"
1534779,G279625,2001-05-15 11:00:00 UTC,105XX S EDBROOKE AV,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,false,false,512,5,,,11,1179176,1835246,2001,2015-08-17 03:03:40 UTC,41.703201217,-87.619509521,"(41.703201217, -87.619509521)"
3538008,HK617172,2004-09-10 12:00:00 UTC,106XX S LA SALLE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,false,false,512,5,34,49,11,1177156,1834531,2004,2018-02-10 03:50:01 UTC,41.701284863,-87.626927742,"(41.701284863, -87.626927742)"
12213841,JD422784,2020-10-28 09:00:00 UTC,104XX S VERNON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESIDENCE,false,false,512,5,9,49,11,1181093,1835753,2020,2020-12-17 03:44:58 UTC,41.704548674,-87.612474412,"(41.704548674, -87.612474412)"
10610043,HZ362821,2016-07-24 12:30:00 UTC,005XX E 105TH ST,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,RESIDENCE,true,true,512,5,9,49,11,1181953,1835461,2016,2018-02-10 03:50:01 UTC,41.70372759,-87.609334236,"(41.70372759, -87.609334236)"
4916915,HM528847,2006-08-07 11:00:00 UTC,001XX W 104TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,false,false,512,5,34,49,14,1177257,1835996,2006,2018-02-28 03:56:25 UTC,41.705302756,-87.626513888,"(41.705302756, -87.626513888)"
7386545,HS188659,2010-03-02 08:28:00 UTC,105XX S EDBROOKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,49,14,1179135,1835150,2010,2018-02-10 03:50:01 UTC,41.702938712,-87.619662566,"(41.702938712, -87.619662566)"
9907163,HX558105,2014-12-29 12:00:00 UTC,006XX E 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,50,14,1182621,1835480,2014,2018-02-10 03:50:01 UTC,41.703764292,-87.606887586,"(41.703764292, -87.606887586)"
9787655,HX437096,2014-09-21 06:45:00 UTC,0000X W 104TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177876,1835679,2014,2018-02-10 03:50:01 UTC,41.7044189,-87.624256746,"(41.7044189, -87.624256746)"
3601079,HK692502,2004-10-17 10:00:00 UTC,003XX W 106TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,512,5,34,49,14,1175970,1834304,2004,2018-02-28 03:56:25 UTC,41.700688555,-87.631277235,"(41.700688555, -87.631277235)"
4502452,HL806884,2005-12-23 01:00:00 UTC,106XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,false,false,512,5,9,49,14,1178811,1834388,2005,2018-02-10 03:50:01 UTC,41.70085504,-87.620872052,"(41.70085504, -87.620872052)"
4650359,HM249131,2006-03-23 09:00:00 UTC,104XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1178420,1835750,2006,2018-02-28 03:56:25 UTC,41.704601425,-87.622262568,"(41.704601425, -87.622262568)"
12140538,JD338132,2020-08-13 09:30:00 UTC,105XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,512,5,9,49,14,1179458,1834712,2020,2020-08-22 03:45:18 UTC,41.701729429,-87.618493138,"(41.701729429, -87.618493138)"
10019896,HY209013,2015-04-01 10:00:00 UTC,006XX E 103RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,512,5,9,49,14,1182282,1836469,2015,2018-02-10 03:50:01 UTC,41.706486077,-87.608098429,"(41.706486077, -87.608098429)"
8197878,HT431679,2011-08-04 03:00:00 UTC,105XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177465,1835090,2011,2018-02-10 03:50:01 UTC,41.702811877,-87.625779476,"(41.702811877, -87.625779476)"
8812655,HV484906,2012-09-21 01:30:00 UTC,106XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,49,14,1179800,1834420,2012,2018-02-10 03:50:01 UTC,41.700920344,-87.617249738,"(41.700920344, -87.617249738)"
12489134,JE381809,2021-09-20 10:00:00 UTC,106XX S VERNON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,512,5,9,49,14,1181132,1834422,2021,2021-09-27 04:51:51 UTC,41.700895337,-87.612372403,"(41.700895337, -87.612372403)"
11011528,JA341381,2017-07-09 08:30:00 UTC,005XX E 106TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1181951,1834794,2017,2018-02-10 03:50:01 UTC,41.701897301,-87.609362092,"(41.701897301, -87.609362092)"
12796275,JF358354,2022-08-16 05:21:00 UTC,104XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,512,5,9,49,14,1178420,1835729,2022,2023-01-03 03:46:28 UTC,41.704543798,-87.622263202,"(41.704543798, -87.622263202)"
1709518,G510394,2001-08-26 07:15:00 UTC,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,,,14,1177111,1834699,2001,2015-08-17 03:03:40 UTC,41.701746892,-87.627087471,"(41.701746892, -87.627087471)"
1761389,G575970,2001-09-25 05:00:00 UTC,104XX S WABASH AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,,,14,1178461,1835705,2001,2015-08-17 03:03:40 UTC,41.704477009,-87.622113793,"(41.704477009, -87.622113793)"
11054939,JA391765,2017-08-15 12:00:00 UTC,105XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,512,5,34,49,14,1176820,1834856,2017,2018-02-10 03:50:01 UTC,41.702184266,-87.628148311,"(41.702184266, -87.628148311)"
10413560,HZ151268,2016-02-13 09:00:00 UTC,104XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,512,5,9,49,14,1179434,1835570,2016,2018-02-10 03:50:01 UTC,41.704084444,-87.618554942,"(41.704084444, -87.618554942)"
10511094,HZ251851,2016-05-05 05:50:00 UTC,007XX E 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,512,5,9,50,14,1183043,1835491,2016,2018-02-10 03:50:01 UTC,41.703784699,-87.605341978,"(41.703784699, -87.605341978)"
3338746,HK380612,2004-05-22 08:00:00 UTC,105XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,34,49,14,1178116,1835094,2004,2018-02-10 03:50:01 UTC,41.702808152,-87.623395568,"(41.702808152, -87.623395568)"
3243759,HK266796,2004-03-27 10:15:00 UTC,005XX E 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1181939,1835461,2004,2018-02-28 03:56:25 UTC,41.703727913,-87.609385501,"(41.703727913, -87.609385501)"
8290363,HT524871,2011-10-02 11:00:00 UTC,0000X W 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177688,1835343,2011,2018-02-10 03:50:01 UTC,41.703501114,-87.624955289,"(41.703501114, -87.624955289)"
3692736,HK794581,2004-12-07 09:25:00 UTC,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,34,49,14,1177142,1835045,2004,2018-02-28 03:56:25 UTC,41.702695667,-87.626963568,"(41.702695667, -87.626963568)"
3878553,HL251717,2005-03-23 09:04:08 UTC,0000X W 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177939,1835349,2005,2018-02-28 03:56:25 UTC,41.70351191,-87.624036004,"(41.70351191, -87.624036004)"
6610797,HP683430,2008-11-14 05:40:00 UTC,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177143,1834995,2008,2018-02-28 03:56:25 UTC,41.702558438,-87.626961408,"(41.702558438, -87.626961408)"
4845693,HM449305,2006-07-01 10:30:00 UTC,004XX E 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,512,5,9,49,14,1180874,1836762,2006,2018-02-28 03:56:25 UTC,41.707322531,-87.613245456,"(41.707322531, -87.613245456)"
4776915,HM388885,2006-06-02 11:35:00 UTC,103XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1179406,1836508,2006,2018-02-28 03:56:25 UTC,41.706659081,-87.618628966,"(41.706659081, -87.618628966)"
11824828,JC428980,2019-09-11 02:40:00 UTC,0000X W 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,false,false,512,5,34,49,14,1177576,1836668,2019,2019-09-18 04:24:45 UTC,41.707139627,-87.625325518,"(41.707139627, -87.625325518)"
11838762,JC445905,2019-09-23 11:34:00 UTC,007XX E 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,50,14,1182948,1836156,2019,2019-09-30 04:16:28 UTC,41.705611747,-87.605669271,"(41.705611747, -87.605669271)"
12044310,JD225117,2020-05-05 06:30:00 UTC,106XX S EDBROOKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,49,14,1179144,1834414,2020,2020-05-12 03:48:30 UTC,41.700918822,-87.619651944,"(41.700918822, -87.619651944)"
1913697,G772929,2001-12-26 06:30:00 UTC,104XX S FOREST AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,,,14,1180051,1835833,2001,2015-08-17 03:03:40 UTC,41.704792077,-87.616287594,"(41.704792077, -87.616287594)"
1951564,HH139131,2002-01-21 12:30:00 UTC,0000X E 107 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,512,5,,,14,,,2002,2016-02-04 06:33:39 UTC,,,
11294541,JB236295,2018-04-24 02:30:00 UTC,106XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,50,14,1182346,1834552,2018,2018-05-04 03:51:04 UTC,41.7012241,-87.607923197,"(41.7012241, -87.607923197)"
11314391,JB261969,2018-05-13 01:30:00 UTC,105XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,49,14,1179448,1835051,2018,2018-05-20 03:51:43 UTC,41.702659919,-87.618519452,"(41.702659919, -87.618519452)"
3286321,HK316989,2004-04-22 12:45:00 UTC,104XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,50,14,1182584,1836014,2004,2018-02-28 03:56:25 UTC,41.705230513,-87.60700658,"(41.705230513, -87.60700658)"
3497030,HK563165,2004-08-10 12:01:00 UTC,103XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,512,5,9,49,14,1181405,1836502,2004,2018-02-28 03:56:25 UTC,41.706596856,-87.611308928,"(41.706596856, -87.611308928)"
3441704,HK505219,2004-07-19 04:45:00 UTC,103XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1179414,1836244,2004,2018-02-28 03:56:25 UTC,41.705934448,-87.618607695,"(41.705934448, -87.618607695)"
3449124,HK513647,2004-07-25 01:15:00 UTC,104XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,512,5,9,49,14,1178421,1835694,2004,2018-02-28 03:56:25 UTC,41.70444773,-87.622260599,"(41.70444773, -87.622260599)"
4944243,HM554231,2006-08-21 07:45:00 UTC,103XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,512,5,9,49,14,1178964,1836624,2006,2018-02-10 03:50:01 UTC,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
5103391,HM705490,2006-11-06 07:30:00 UTC,105XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1177469,1834947,2006,2018-02-28 03:56:25 UTC,41.702419375,-87.625769131,"(41.702419375, -87.625769131)"
5120644,HM706805,2006-11-07 12:25:00 UTC,008XX E 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,9,50,14,1183988,1836860,2006,2018-02-28 03:56:25 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
6690567,HR105965,2009-01-04 08:45:00 UTC,001XX E 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,9,49,14,1179068,1836046,2009,2018-02-28 03:56:25 UTC,41.705398982,-87.619880721,"(41.705398982, -87.619880721)"
6695126,HR108681,2009-01-06 08:00:00 UTC,106XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1180128,1834564,2009,2018-02-28 03:56:25 UTC,41.701308009,-87.616044336,"(41.701308009, -87.616044336)"
6896624,HR295835,2009-04-30 03:10:00 UTC,104XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1176802,1835559,2009,2018-02-28 03:56:25 UTC,41.704113802,-87.628193145,"(41.704113802, -87.628193145)"
10709744,HZ467083,2016-10-09 05:20:00 UTC,002XX W 106TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1176565,1834318,2016,2018-02-10 03:50:01 UTC,41.700713642,-87.629098154,"(41.700713642, -87.629098154)"
10747164,HZ508367,2016-11-09 04:47:00 UTC,103XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,512,5,9,49,14,1178964,1836624,2016,2018-02-10 03:50:01 UTC,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
4171165,HL502186,2005-07-23 03:17:20 UTC,009XX E 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,512,5,9,50,14,1184238,1836191,2005,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
4397366,HL692403,2005-10-24 11:15:00 UTC,0000X W 103RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,512,5,34,49,14,1177738,1836340,2005,2018-02-28 03:56:25 UTC,41.706235893,-87.624742161,"(41.706235893, -87.624742161)"
11463834,JB458688,2018-09-30 01:00:00 UTC,103XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,512,5,9,49,14,1179742,1836393,2018,2018-10-07 04:11:34 UTC,41.706335847,-87.617402054,"(41.706335847, -87.617402054)"
13034170,JG213265,2023-04-05 11:15:00 UTC,105XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,512,5,34,49,14,1176814,1835095,2023,2023-04-12 04:54:27 UTC,41.702840251,-87.628163116,"(41.702840251, -87.628163116)"
5378992,HN219834,2007-03-11 01:30:00 UTC,105XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,34,49,14,1176820,1834871,2007,2018-02-28 03:56:25 UTC,41.702225428,-87.628147862,"(41.702225428, -87.628147862)"
12631101,JF160499,2022-03-02 03:50:00 UTC,104XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,512,5,9,49,14,1178423,1835652,2022,2023-01-03 03:46:28 UTC,41.704332431,-87.622254545,"(41.704332431, -87.622254545)"
6141089,HP231565,2008-03-18 12:50:00 UTC,106XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,49,14,1178459,1834456,2008,2018-02-28 03:56:25 UTC,41.701049625,-87.622158886,"(41.701049625, -87.622158886)"
6251282,HP337627,2008-05-15 06:27:00 UTC,007XX E 103RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,9,50,14,1183035,1836491,2008,2018-02-28 03:56:25 UTC,41.706529012,-87.605340317,"(41.706529012, -87.605340317)"
7067101,HR474785,2009-08-09 09:52:00 UTC,105XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,512,5,9,49,14,1178438,1835166,2009,2018-02-28 03:56:25 UTC,41.70299844,-87.622214313,"(41.70299844, -87.622214313)"
9458775,HX111946,2014-01-10 08:00:00 UTC,105XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,512,5,9,49,14,1179781,1835085,2014,2016-02-04 06:33:39 UTC,41.702745628,-87.617299064,"(41.702745628, -87.617299064)"
4211602,HL529564,2005-08-05 08:30:00 UTC,009XX E 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,512,5,9,50,14,1184238,1836191,2005,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
11675408,JC248744,2019-05-03 08:08:00 UTC,0000X W 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,false,false,512,5,34,49,14,1177576,1836668,2019,2019-05-10 04:20:42 UTC,41.707139627,-87.625325518,"(41.707139627, -87.625325518)"
1477606,G213016,2001-04-14 04:47:30 UTC,105XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,512,5,,,14,1177095,1835252,2001,2015-08-17 03:03:40 UTC,41.703264762,-87.627129454,"(41.703264762, -87.627129454)"
8707629,HV384339,2012-07-15 04:05:00 UTC,001XX W 104TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,512,5,34,49,14,1177233,1835663,2012,2016-02-04 06:33:39 UTC,41.704389498,-87.62661178,"(41.704389498, -87.62661178)"
